,ID,Tweet,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Polarity,Emotions,ProcessedText,Handle,DerivedDate,hhmmss,DayCat
3727,3727,@easyJet I was about to book a flight and noticed you started charging £30 for hand luggage??! Is this a joke? Plea… https://t.co/1RP9N5z6D7,FALSE,0,easyJet,1/27/2018 12:43,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mpfalangi,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet I was about to book a flight and noticed you started charging £30 for hand luggage??! Is this a joke? Plea… https://t.co/1RP9N5z6D7,@flight,1/27/2018 12:43,12:43:00,Noon
3728,3728,@easyJet Can you pass on thanks to the crew on the 19:55 flight from Edinburgh yesterday and the 08:30 flight from… https://t.co/mQ49m9FCOg,FALSE,0,easyJet,1/27/2018 12:18,TRUE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iTechPro2012,0,FALSE,FALSE,NA,NA,positive,unknown,@easyJet Can you pass on thanks to the crew on the 19:55 flight from Edinburgh yesterday and the 08:30 flight from… https://t.co/mQ49m9FCOg,@flight,1/27/2018 12:18,12:18:00,Noon
3729,3729,@easyJet why can’t I book a flight? or can you tell me how I can please https://t.co/gLTo7UeLfT,FALSE,0,easyJet,1/27/2018 11:52,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brenloft1,0,FALSE,FALSE,NA,NA,neutral,joy,@easyJet why can’t I book a flight? or can you tell me how I can please https://t.co/gLTo7UeLfT,@flight,1/27/2018 11:52,11:52:00,Morning
3730,3730,"RT @BristolAirport: @JunePistols @easyJet @nationalexpress We will pass your feedback on to Swissport, the ground handling agent for easyJe…",FALSE,0,NA,1/27/2018 11:10,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,positive,unknown,"RT @BristolAirport: @JunePistols @easyJet @nationalexpress We will pass your feedback on to Swissport, the ground handling agent for easyJe…",@flight,1/27/2018 11:10,11:10:00,Morning
3731,3731,@BristolAirport @easyJet @nationalexpress I am from the flight from Geneva and no staff was here to welcome us so w… https://t.co/lowqUoPmM8,FALSE,0,BristolAirport,1/27/2018 10:53,TRUE,9.57E+17,9.57E+17,326157384,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JunePistols,0,FALSE,FALSE,NA,NA,neutral,unknown,@BristolAirport @easyJet @nationalexpress I am from the flight from Geneva and no staff was here to welcome us so w… https://t.co/lowqUoPmM8,@flight,1/27/2018 10:53,10:53:00,Morning
3732,3732,"@easyJet Speedy boarding, the lounge, fast track, extra leg room (although I’m 5’5) from a quiet airport such a… https://t.co/ARzcYeAm9B",FALSE,2,easyJet,1/27/2018 10:51,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thepaullangley,0,FALSE,FALSE,NA,NA,neutral,unknown,"@easyJet Speedy boarding, the lounge, fast track, extra leg room (although I’m 5’5) from a quiet airport such a… https://t.co/ARzcYeAm9B",@flight,1/27/2018 10:51,10:51:00,Morning
3733,3733,Everyone remain calm but it looks like @easyJet may have scheduled an @Airbus A320neo for our flight home TFS-MAN later today! @AirbusRed,FALSE,2,NA,1/27/2018 9:45,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ianatkin,0,FALSE,FALSE,NA,NA,negative,unknown,Everyone remain calm but it looks like @easyJet may have scheduled an @Airbus A320neo for our flight home TFS-MAN later today! @AirbusRed,@flight,1/27/2018 9:45,9:45:00,Morning
3734,3734,@HartleyR27 @British_Airways Had same issue with @easyJet in the week. Passenger info in paid and hit confirm only… https://t.co/t8j3L8ZLHV,FALSE,1,HartleyR27,1/27/2018 9:31,TRUE,9.57E+17,9.57E+17,316753490,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Married_to_Bob,0,FALSE,FALSE,NA,NA,positive,unknown,@HartleyR27 @British_Airways Had same issue with @easyJet in the week. Passenger info in paid and hit confirm only… https://t.co/t8j3L8ZLHV,@flight,1/27/2018 9:31,9:31:00,Morning
3735,3735,"RT @MARIOHIRALDO: THIS IS NOT TRUE!!!! @easyJet  a delayed flight of 23 hours, i paid for a taxi to go to a hotel, 5 month ago, and.... I s…",FALSE,0,NA,1/27/2018 9:30,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,6,TRUE,FALSE,NA,NA,negative,unknown,"RT @MARIOHIRALDO: THIS IS NOT TRUE!!!! @easyJet  a delayed flight of 23 hours, i paid for a taxi to go to a hotel, 5 month ago, and.... I s…",@flight,1/27/2018 9:30,9:30:00,Morning
3736,3736,"RT @MARIOHIRALDO: THIS IS NOT TRUE!!!! @easyJet  a delayed flight of 23 hours, i paid for a taxi to go to a hotel, 5 month ago, and.... I s…",FALSE,0,NA,1/27/2018 9:28,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",serspetasto1980,6,TRUE,FALSE,NA,NA,negative,unknown,"RT @MARIOHIRALDO: THIS IS NOT TRUE!!!! @easyJet  a delayed flight of 23 hours, i paid for a taxi to go to a hotel, 5 month ago, and.... I s…",@flight,1/27/2018 9:28,9:28:00,Morning
3737,3737,@easyJet is flight EAZ443 from Bristol England to Belfast on time today?,FALSE,0,easyJet,1/27/2018 9:26,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smythsean1,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet is flight EAZ443 from Bristol England to Belfast on time today?,@flight,1/27/2018 9:26,9:26:00,Morning
3738,3738,RT @DevereuxNathan: .@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport or o…,FALSE,0,NA,1/27/2018 8:52,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,neutral,unknown,RT @DevereuxNathan: .@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport or o…,@flight,1/27/2018 8:52,8:52:00,Morning
3739,3739,RT @DevereuxNathan: .@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport or o…,FALSE,0,NA,1/27/2018 8:47,FALSE,NA,9.57E+17,NA,"<a href=""http://racheljones2017.com"" rel=""nofollow"">racheljones2017</a>",jachel1980jones,2,TRUE,FALSE,NA,NA,neutral,unknown,RT @DevereuxNathan: .@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport or o…,@flight,1/27/2018 8:47,8:47:00,Morning
3740,3740,.@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport… https://t.co/RgZzP87d1L,FALSE,1,NA,1/27/2018 8:45,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DevereuxNathan,2,FALSE,FALSE,NA,NA,neutral,unknown,.@easyJet fail again. Just under 3 hour delay. No updates provided while waiting. Absolutely no mention at airport… https://t.co/RgZzP87d1L,@flight,1/27/2018 8:45,8:45:00,Morning
3741,3741,RT @jessicabullime1: @easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a full…,FALSE,0,NA,1/27/2018 8:38,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jessicabullime1,2,TRUE,FALSE,NA,NA,neutral,joy,RT @jessicabullime1: @easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a full…,@flight,1/27/2018 8:38,8:38:00,Morning
3742,3742,RT @jessicabullime1: @easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a full…,FALSE,0,NA,1/27/2018 8:33,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,neutral,joy,RT @jessicabullime1: @easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a full…,@flight,1/27/2018 8:33,8:33:00,Morning
3743,3743,@easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a fu… https://t.co/edioNDvBDu,FALSE,1,easyJet,1/27/2018 8:29,TRUE,9.57E+17,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jessicabullime1,2,FALSE,FALSE,NA,NA,neutral,joy,@easyJet Why? Cause @easyJet do not answer complaints? I would happily go to CEDR if @easyJet provided me with a fu… https://t.co/edioNDvBDu,@flight,1/27/2018 8:29,8:29:00,Morning
3744,3744,RT @lordjme: @easyJet how can a flight be delayed but is actually before is scheduled departure? https://t.co/pFiE40ZQPb,FALSE,0,NA,1/27/2018 8:27,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,1,TRUE,FALSE,NA,NA,negative,unknown,RT @lordjme: @easyJet how can a flight be delayed but is actually before is scheduled departure? https://t.co/pFiE40ZQPb,@flight,1/27/2018 8:27,8:27:00,Morning
3745,3745,RT @jemthedurb: So upset by the way I was treated by @easyJet - overbooking the flight by 10% so I don't have a seat and not telling me unt…,FALSE,0,NA,1/27/2018 8:27,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nibofetit1981,12,TRUE,FALSE,NA,NA,negative,unknown,RT @jemthedurb: So upset by the way I was treated by @easyJet - overbooking the flight by 10% so I don't have a seat and not telling me unt…,@flight,1/27/2018 8:27,8:27:00,Morning
3746,3746,@easyJet how can a flight be delayed but is actually before is scheduled departure? https://t.co/pFiE40ZQPb,FALSE,0,easyJet,1/27/2018 8:26,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lordjme,1,FALSE,FALSE,NA,NA,negative,unknown,@easyJet how can a flight be delayed but is actually before is scheduled departure? https://t.co/pFiE40ZQPb,@flight,1/27/2018 8:26,8:26:00,Morning
3747,3747,@easyJet just boarded your 6.50am flight to Dortmund from Luton. Can you advise where the extra leg room is that yo… https://t.co/OpKF1kct6K,FALSE,0,easyJet,1/27/2018 6:37,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Petecregeen,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet just boarded your 6.50am flight to Dortmund from Luton. Can you advise where the extra leg room is that yo… https://t.co/OpKF1kct6K,@flight,1/27/2018 6:37,6:37:00,Morning
3748,3748,RT @joshieanderson: @easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,FALSE,0,NA,1/27/2018 6:23,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,neutral,joy,RT @joshieanderson: @easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,@flight,1/27/2018 6:23,6:23:00,Morning
3749,3749,RT @joshieanderson: @easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,FALSE,0,NA,1/27/2018 6:22,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,neutral,joy,RT @joshieanderson: @easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,@flight,1/27/2018 6:22,6:22:00,Morning
3750,3750,@easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,FALSE,1,easyJet,1/27/2018 6:20,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",joshieanderson,2,FALSE,FALSE,NA,NA,neutral,joy,@easyJet my friend got money back on her flight because of the delay but I didn’t...why is that? <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,@flight,1/27/2018 6:20,6:20:00,Morning
3751,3751,The race to Bremen is on! Leg 1: 6.55am flight from @EDI_Airport to @amsterdam with @easyJet. #svwbsc @werderbremen_en #nurdersvw,FALSE,2,NA,1/27/2018 5:38,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",svw_scotland,0,FALSE,FALSE,NA,NA,negative,unknown,The race to Bremen is on! Leg 1: 6.55am flight from @EDI_Airport to @amsterdam with @easyJet. #svwbsc @werderbremen_en #nurdersvw,@flight,1/27/2018 5:38,5:38:00,Morning
3752,3752,"@easyJet Had a brilliant flight with you, went to Edinburgh from London Luton Airport, a really smooth ride both th… https://t.co/ufl510uJFi",FALSE,0,easyJet,1/26/2018 23:00,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iTechPro2012,0,FALSE,FALSE,NA,NA,neutral,unknown,"@easyJet Had a brilliant flight with you, went to Edinburgh from London Luton Airport, a really smooth ride both th… https://t.co/ufl510uJFi",@flight,1/26/2018 23:00,23:00:00,Night
3753,3753,"RT @Heart4CNews: Can you spot the Xscape?!

Clock this great shot of Milton Keynes tonight from a passing @easyJet flight into Luton

#Hear…",FALSE,0,NA,1/26/2018 21:48,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Benken00,9,TRUE,FALSE,NA,NA,neutral,joy,"RT @Heart4CNews: Can you spot the Xscape?!

Clock this great shot of Milton Keynes tonight from a passing @easyJet flight into Luton

#Hear…",@flight,1/26/2018 21:48,21:48:00,Night
3754,3754,"RT @braeuers: @easyJet Reading helpful Lee's link about claim compensations, I still don't agree with the current outcome of my claim. Sure…",FALSE,0,NA,1/26/2018 20:59,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,positive,unknown,"RT @braeuers: @easyJet Reading helpful Lee's link about claim compensations, I still don't agree with the current outcome of my claim. Sure…",@flight,1/26/2018 20:59,20:59:00,Night
3755,3755,"RT @braeuers: @easyJet Lee, I'm not starting a new claim; I'm challenging the existing one! In my mind, that's a big difference!",FALSE,0,NA,1/26/2018 20:40,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,negative,unknown,"RT @braeuers: @easyJet Lee, I'm not starting a new claim; I'm challenging the existing one! In my mind, that's a big difference!",@flight,1/26/2018 20:40,20:40:00,Night
3756,3756,@easyJet just wondering if you have anything else left that you want to try and sell me? Had about 4 emails a day f… https://t.co/r5GTTrB7BY,FALSE,0,easyJet,1/26/2018 20:29,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",craigmc1983,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet just wondering if you have anything else left that you want to try and sell me? Had about 4 emails a day f… https://t.co/r5GTTrB7BY,@flight,1/26/2018 20:29,20:29:00,Night
3757,3757,RT @braeuers: @easyJet How do I challenge a denied compensation claim with you? My flight was delayed by more than 3hrs and I don't accept…,FALSE,0,NA,1/26/2018 20:29,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,1,TRUE,FALSE,NA,NA,negative,unknown,RT @braeuers: @easyJet How do I challenge a denied compensation claim with you? My flight was delayed by more than 3hrs and I don't accept…,@flight,1/26/2018 20:29,20:29:00,Night
3758,3758,"RT @DevereuxNathan: Where were our vouchers @easyJet for the delayed Edinburgh to Gatwick flight? Terrible service. Almost 3
Hours late!! h…",FALSE,0,NA,1/26/2018 20:27,FALSE,NA,9.57E+17,NA,"<a href=""http://racheljones2017.com"" rel=""nofollow"">racheljones2017</a>",jachel1980jones,1,TRUE,FALSE,NA,NA,negative,fear,"RT @DevereuxNathan: Where were our vouchers @easyJet for the delayed Edinburgh to Gatwick flight? Terrible service. Almost 3
Hours late!! h…",@flight,1/26/2018 20:27,20:27:00,Night
3759,3759,@easyJet How do I challenge a denied compensation claim with you? My flight was delayed by more than 3hrs and I don… https://t.co/NPePqjuIcz,FALSE,1,easyJet,1/26/2018 20:25,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",braeuers,1,FALSE,FALSE,NA,NA,negative,unknown,@easyJet How do I challenge a denied compensation claim with you? My flight was delayed by more than 3hrs and I don… https://t.co/NPePqjuIcz,@flight,1/26/2018 20:25,20:25:00,Night
3760,3760,"Where were our vouchers @easyJet for the delayed Edinburgh to Gatwick flight? Terrible service. Almost 3
Hours late… https://t.co/gjw3PT14MU",FALSE,0,NA,1/26/2018 20:22,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DevereuxNathan,1,FALSE,FALSE,NA,NA,negative,fear,"Where were our vouchers @easyJet for the delayed Edinburgh to Gatwick flight? Terrible service. Almost 3
Hours late… https://t.co/gjw3PT14MU",@flight,1/26/2018 20:22,20:22:00,Night
3761,3761,@easyJet just booked a flight but my baby hasn’t been born yet (don’t have a name). Can I amend their name? Flight… https://t.co/oUOjDz5yad,FALSE,0,easyJet,1/26/2018 20:11,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndrewMcNamee47,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet just booked a flight but my baby hasn’t been born yet (don’t have a name). Can I amend their name? Flight… https://t.co/oUOjDz5yad,@flight,1/26/2018 20:11,20:11:00,Night
3762,3762,@easyJet is hand luggage/ small suitcases as hand luggage included when you book the flight or do you have to pay f… https://t.co/bPbbgAhbQG,FALSE,0,easyJet,1/26/2018 20:08,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kirbywheal_,0,FALSE,FALSE,NA,NA,negative,unknown,@easyJet is hand luggage/ small suitcases as hand luggage included when you book the flight or do you have to pay f… https://t.co/bPbbgAhbQG,@flight,1/26/2018 20:08,20:08:00,Night
3763,3763,"@easyJet Hi, looking for help with what id is required for a flight from Liverpool John Lennon to Jersey. Would a C… https://t.co/5U3P6fvhzQ",FALSE,0,easyJet,1/26/2018 19:17,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thej0rg,0,FALSE,FALSE,NA,NA,negative,unknown,"@easyJet Hi, looking for help with what id is required for a flight from Liverpool John Lennon to Jersey. Would a C… https://t.co/5U3P6fvhzQ",@flight,1/26/2018 19:17,19:17:00,Night
3764,3764,RT @leon82uk: @easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in March. Am I…,FALSE,0,NA,1/26/2018 19:11,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,negative,unknown,RT @leon82uk: @easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in March. Am I…,@flight,1/26/2018 19:11,19:11:00,Night
3765,3765,RT @JHWaring: @easyJet just got off flight flight ezy2081 and left a bottle of gin on the plane at baggage claim any chance of getting it #…,FALSE,0,NA,1/26/2018 19:10,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,1,TRUE,FALSE,NA,NA,negative,unknown,RT @JHWaring: @easyJet just got off flight flight ezy2081 and left a bottle of gin on the plane at baggage claim any chance of getting it #…,@flight,1/26/2018 19:10,19:10:00,Night
3766,3766,@easyJet just got off flight flight ezy2081 and left a bottle of gin on the plane at baggage claim any chance of getting it #pleasehelp,FALSE,0,easyJet,1/26/2018 19:04,FALSE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JHWaring,1,FALSE,FALSE,NA,NA,negative,unknown,@easyJet just got off flight flight ezy2081 and left a bottle of gin on the plane at baggage claim any chance of getting it #pleasehelp,@flight,1/26/2018 19:04,19:04:00,Night
3767,3767,RT @leon82uk: @easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in March. Am I…,FALSE,0,NA,1/26/2018 19:03,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,negative,unknown,RT @leon82uk: @easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in March. Am I…,@flight,1/26/2018 19:03,19:03:00,Night
3768,3768,@easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in M… https://t.co/KTJfqRvvx0,FALSE,1,easyJet,1/26/2018 19:03,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leon82uk,2,FALSE,FALSE,NA,NA,negative,unknown,@easyJet Hello my flight from Thessaloniki has been changed to Kavala due to Thessaloniki airport being closed in M… https://t.co/KTJfqRvvx0,@flight,1/26/2018 19:03,19:03:00,Night
3769,3769,RT @henry_burden: Why is there no compensation for delays over 40 mins from @easyJet. Trains offer compensation. Sort this out,FALSE,0,NA,1/26/2018 18:03,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,positive,unknown,RT @henry_burden: Why is there no compensation for delays over 40 mins from @easyJet. Trains offer compensation. Sort this out,@flight,1/26/2018 18:03,18:03:00,Evening
3770,3770,RT @liamrun: Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,FALSE,0,NA,1/26/2018 17:43,FALSE,NA,9.57E+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>",EzFlightRefunds,2,TRUE,FALSE,NA,NA,negative,unknown,RT @liamrun: Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,@flight,1/26/2018 17:43,17:43:00,Evening
3771,3771,RT @liamrun: Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,FALSE,0,NA,1/26/2018 17:43,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>",Flight_Refunds,2,TRUE,FALSE,NA,NA,negative,unknown,RT @liamrun: Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,@flight,1/26/2018 17:43,17:43:00,Evening
3772,3772,Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,FALSE,1,NA,1/26/2018 17:42,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",liamrun,2,FALSE,FALSE,NA,NA,negative,unknown,Mild outbreak of McCabe travel affliction as our flight to @easyJet  flight to BFS is delayed. So far not by much....#UnEasy,@flight,1/26/2018 17:42,17:42:00,Evening
3773,3773,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,FALSE,0,NA,1/26/2018 17:30,FALSE,NA,9.57E+17,NA,"<a href=""http://racheljones2017.com"" rel=""nofollow"">racheljones2017</a>",jachel1980jones,4,TRUE,FALSE,NA,NA,positive,unknown,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,@flight,1/26/2018 17:30,17:30:00,Evening
3774,3774,@easyJet I used my time on flight EZY3332 wisely (ahum); I figured out the upholstery sequence of the chairs. Thank… https://t.co/k88hvM3XkX,FALSE,0,easyJet,1/26/2018 17:24,TRUE,NA,9.57E+17,38676903,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gjrietveld,0,FALSE,FALSE,NA,NA,neutral,unknown,@easyJet I used my time on flight EZY3332 wisely (ahum); I figured out the upholstery sequence of the chairs. Thank… https://t.co/k88hvM3XkX,@flight,1/26/2018 17:24,17:24:00,Evening
3775,3775,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,FALSE,0,NA,1/26/2018 17:09,FALSE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rmedarbyshire,4,TRUE,FALSE,NA,NA,positive,unknown,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,@flight,1/26/2018 17:09,17:09:00,Evening
3776,3776,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,FALSE,0,NA,1/26/2018 17:03,FALSE,NA,9.57E+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>",Flight_Refunds,4,TRUE,FALSE,NA,NA,positive,unknown,RT @DevereuxNathan: Delayed 2hrs40mins @easyJet flight to Gatwick yet no part refund? The scheduled later flights have even gone ahead of o…,@flight,1/26/2018 17:03,17:03:00,Evening
3777,3777,OMG what did u do with my luggage @easyJet ! <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> I just arrived in Barcelona (from Paris) and my suitcase is destroye… https://t.co/KxAdrJ6Pmx,FALSE,0,NA,1/26/2018 17:02,TRUE,NA,9.57E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",johannde2,0,FALSE,FALSE,NA,NA,positive,unknown,OMG what did u do with my luggage @easyJet ! <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> I just arrived in Barcelona (from Paris) and my suitcase is destroye… https://t.co/KxAdrJ6Pmx,@flight,1/26/2018 17:02,17:02:00,Evening
